epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
78,8142.1,1.35883,0.88143,1.25376,0.69311,0.66108,0.69546,0.38861,1.3007,0.85294,1.16854,0.0061885,0.0061885,0.0061885
79,8246.49,1.3952,0.89366,1.26459,0.70623,0.63838,0.68905,0.38185,1.30422,0.82208,1.167,0.006139,0.006139,0.006139
80,8349.31,1.37559,0.90143,1.27447,0.69644,0.66326,0.69555,0.38327,1.30835,0.81575,1.18411,0.0060895,0.0060895,0.0060895
81,8453.51,1.37694,0.89859,1.2602,0.70649,0.65861,0.69573,0.38667,1.30432,0.85065,1.16822,0.00604,0.00604,0.00604
82,8557.38,1.36053,0.88728,1.26472,0.69,0.66305,0.69576,0.38708,1.30059,0.85736,1.17841,0.0059905,0.0059905,0.0059905
83,8659.88,1.33161,0.8647,1.24501,0.69636,0.65614,0.69424,0.3863,1.28357,0.83197,1.15841,0.005941,0.005941,0.005941
84,8766.2,1.34873,0.87949,1.25647,0.71084,0.64924,0.69539,0.38349,1.29683,0.80823,1.16731,0.0058915,0.0058915,0.0058915
85,8869.78,1.32949,0.86313,1.24753,0.7244,0.65121,0.70149,0.38829,1.29532,0.79598,1.17805,0.005842,0.005842,0.005842
86,8974.68,1.35564,0.86683,1.25002,0.70202,0.6665,0.69348,0.38701,1.28544,0.80844,1.16236,0.0057925,0.0057925,0.0057925
87,9077.65,1.32451,0.83548,1.23583,0.69708,0.66753,0.70547,0.38883,1.31341,0.80153,1.17962,0.005743,0.005743,0.005743
88,9181.48,1.34234,0.86366,1.23595,0.72947,0.64119,0.7022,0.3902,1.2894,0.80005,1.16738,0.0056935,0.0056935,0.0056935
89,9285.83,1.31255,0.84163,1.24598,0.72483,0.64233,0.69167,0.38503,1.29375,0.81727,1.16921,0.005644,0.005644,0.005644
90,9389.56,1.3149,0.83489,1.23446,0.69007,0.66127,0.69012,0.3824,1.29481,0.82836,1.17986,0.0055945,0.0055945,0.0055945
91,9493.42,1.32757,0.84785,1.24211,0.71005,0.64282,0.69276,0.39048,1.26695,0.81269,1.1552,0.005545,0.005545,0.005545
92,9599.48,1.304,0.82149,1.22223,0.71288,0.65165,0.6886,0.38804,1.28097,0.7908,1.17804,0.0054955,0.0054955,0.0054955
93,9704.25,1.32445,0.84197,1.22635,0.706,0.65368,0.68869,0.3863,1.28466,0.8042,1.16334,0.005446,0.005446,0.005446
94,9809.45,1.2835,0.83005,1.21415,0.71,0.64726,0.69235,0.39235,1.27885,0.79179,1.15085,0.0053965,0.0053965,0.0053965
95,9914.34,1.31143,0.82016,1.22287,0.73334,0.65259,0.69248,0.38306,1.28958,0.80638,1.17913,0.005347,0.005347,0.005347
96,10018.2,1.28572,0.82866,1.21945,0.68452,0.67736,0.69687,0.39122,1.29715,0.80792,1.17212,0.0052975,0.0052975,0.0052975
97,10123.7,1.31194,0.82558,1.22652,0.70642,0.66601,0.69705,0.39257,1.27581,0.80012,1.16011,0.005248,0.005248,0.005248
98,10227.9,1.28278,0.81714,1.21595,0.71581,0.65112,0.70231,0.39331,1.27051,0.77365,1.17432,0.0051985,0.0051985,0.0051985
99,10332.1,1.2957,0.82164,1.22358,0.71787,0.65762,0.69778,0.39151,1.27316,0.77915,1.16354,0.005149,0.005149,0.005149
100,10437.2,1.31253,0.8117,1.2162,0.71783,0.66009,0.70057,0.388,1.27148,0.80858,1.16476,0.0050995,0.0050995,0.0050995
101,10541.2,1.27471,0.8107,1.21797,0.70843,0.67489,0.6994,0.39392,1.256,0.78041,1.1575,0.00505,0.00505,0.00505
102,10646.7,1.2789,0.79412,1.20809,0.72413,0.65861,0.70096,0.39095,1.26134,0.80831,1.15824,0.0050005,0.0050005,0.0050005
