epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,3042.87,1.60373,1.16792,1.4907,0.6968,0.57497,0.64854,0.32532,1.50129,1.05964,1.38399,0.0015941,0.0015941,0.0015941
43,3114.65,1.60238,1.13489,1.46171,0.71312,0.57165,0.64277,0.32886,1.48347,1.03947,1.35979,0.0015842,0.0015842,0.0015842
44,3187.79,1.59308,1.15104,1.46889,0.67124,0.54247,0.59083,0.28294,1.55999,1.31779,1.42805,0.0015743,0.0015743,0.0015743
45,3258.99,1.5621,1.10122,1.44044,0.67783,0.59812,0.63972,0.32903,1.50592,1.02655,1.37486,0.0015644,0.0015644,0.0015644
46,3330.73,1.58262,1.12496,1.43989,0.69017,0.56623,0.64089,0.3336,1.47474,1.01701,1.35552,0.0015545,0.0015545,0.0015545
47,3405.32,1.58696,1.13277,1.4831,0.67405,0.59411,0.65397,0.33489,1.48451,1.0336,1.38041,0.0015446,0.0015446,0.0015446
48,3477.64,1.54756,1.10095,1.42794,0.65511,0.59411,0.6381,0.32854,1.4796,1.05011,1.34736,0.0015347,0.0015347,0.0015347
49,3549.77,1.56909,1.11516,1.45458,0.67556,0.60108,0.64927,0.32825,1.49957,1.02394,1.36428,0.0015248,0.0015248,0.0015248
50,3621.8,1.57284,1.09913,1.44156,0.69161,0.59334,0.64488,0.32575,1.50914,1.0608,1.37873,0.0015149,0.0015149,0.0015149
51,3694.9,1.51214,1.09705,1.44002,0.67082,0.61246,0.65842,0.3378,1.47657,1.00767,1.36727,0.001505,0.001505,0.001505
52,3767.18,1.53216,1.08031,1.43215,0.6539,0.61613,0.66346,0.34407,1.45626,1.00314,1.35101,0.0014951,0.0014951,0.0014951
53,3839.04,1.51445,1.07734,1.4462,0.66834,0.59411,0.64596,0.33314,1.47804,1.00637,1.36336,0.0014852,0.0014852,0.0014852
54,3912.06,1.54451,1.09077,1.42237,0.69046,0.59263,0.64731,0.32448,1.50152,1.04591,1.36163,0.0014753,0.0014753,0.0014753
55,3983.4,1.51507,1.06737,1.43463,0.69226,0.59101,0.64951,0.32968,1.47809,1.01977,1.37891,0.0014654,0.0014654,0.0014654
56,4054.82,1.48836,1.04092,1.41331,0.68077,0.58971,0.64929,0.33349,1.49263,0.99831,1.37564,0.0014555,0.0014555,0.0014555
57,4127.37,1.49898,1.06348,1.4238,0.69596,0.61115,0.66888,0.34048,1.49801,0.99484,1.39132,0.0014456,0.0014456,0.0014456
58,4199.05,1.49153,1.03189,1.40608,0.67366,0.59876,0.64468,0.33458,1.48977,1.08742,1.39464,0.0014357,0.0014357,0.0014357
59,4270.55,1.50614,1.0557,1.40239,0.6834,0.60193,0.64797,0.33729,1.47795,0.96196,1.39312,0.0014258,0.0014258,0.0014258
60,4342.8,1.52628,1.04351,1.41631,0.68224,0.60728,0.66282,0.34821,1.46098,0.97315,1.36922,0.0014159,0.0014159,0.0014159
61,4415.07,1.46756,1.03322,1.39535,0.67391,0.61471,0.66288,0.34778,1.46875,0.96822,1.36097,0.001406,0.001406,0.001406
62,4486.72,1.45693,1.00476,1.3892,0.67026,0.61038,0.65207,0.33859,1.46434,1.026,1.35274,0.0013961,0.0013961,0.0013961
63,4559.48,1.49129,1.01745,1.40172,0.72527,0.59097,0.66701,0.34784,1.46017,0.98646,1.36036,0.0013862,0.0013862,0.0013862
64,4631.5,1.51665,1.03204,1.40306,0.70061,0.60361,0.64657,0.33458,1.47574,0.99909,1.36816,0.0013763,0.0013763,0.0013763
65,4702.8,1.46319,1.01503,1.38935,0.69398,0.59372,0.65263,0.34816,1.4405,0.95721,1.35757,0.0013664,0.0013664,0.0013664
66,4775.1,1.45079,0.99684,1.39287,0.69271,0.60883,0.67299,0.34859,1.47072,0.95917,1.34723,0.0013565,0.0013565,0.0013565
